concept,category,mean,sd,lwr,upr,myvar,result,label,outcome,new_label
OTHER,voiced,0.255197725487112,NA,0.023428619868651,0.488365988786806,voicing,Original Results,NA,Weak,OTHER [voiced]
PERSON,voiced,0.237238750127827,NA,0.019031477097157,0.460907702047533,voicing,Original Results,NA,Weak,PERSON [voiced]
RIVER,voiced,0.252985508945738,NA,0.045630727816413,0.45804538957619,voicing,Original Results,NA,Weak,RIVER [voiced]
ROUGH,voiced,-0.294129605561461,NA,-0.538402722081785,-0.051044960552702,voicing,Original Results,NA,Weak,ROUGH [voiced]
ROUND,voiced,0.306751551988975,NA,0.089620203177403,0.530717990512067,voicing,Original Results,NA,Weak,ROUND [voiced]
SEA,voiced,0.267613264563919,NA,0.050255843123804,0.486026435014551,voicing,Original Results,NA,Weak,SEA [voiced]
SEE,voiced,0.279077670910812,NA,0.075070597151507,0.492487691730875,voicing,Original Results,NA,Weak,SEE [voiced]
SHARP,voiced,-0.30429429054783,NA,-0.521740312763012,-0.089455911424108,voicing,Original Results,NA,Weak,SHARP [voiced]
SHORT,voiced,-0.330809861782161,NA,-0.537263754988079,-0.121920925561168,voicing,Original Results,NA,Weak,SHORT [voiced]
SKIN,voiced,-0.329013396891643,NA,-0.535632533961213,-0.12160137817223,voicing,Original Results,NA,Weak,SKIN [voiced]
SMALL,voiced,-0.324741873643405,NA,-0.531309457337151,-0.127518765791498,voicing,Original Results,NA,Weak,SMALL [voiced]
SNEEZE,voiced,-0.730264770670761,NA,-0.959271939612453,-0.507575433362657,voicing,Original Results,SNEEZE [voiced],Strong,SNEEZE [voiced]
SOME,voiced,0.248879541438939,NA,0.011991716855866,0.484618449477058,voicing,Original Results,NA,Weak,SOME [voiced]
SPIT,voiced,-0.506079110379854,NA,-0.720571151033703,-0.28869710878534,voicing,Original Results,SPIT [voiced],Strong,SPIT [voiced]
SUCK,voiced,-0.252006702936065,NA,-0.477755316293577,-0.037049962021618,voicing,Original Results,NA,Weak,SUCK [voiced]
THUNDER,voiced,0.22439679633305,NA,0.012710406039244,0.443868034968483,voicing,Original Results,NA,Weak,THUNDER [voiced]
TIE,voiced,-0.3570025607658,NA,-0.56380427209985,-0.142686999799258,voicing,Original Results,NA,Weak,TIE [voiced]
TONGUE,voiced,0.446710251257732,NA,0.238157480880514,0.657432630736406,voicing,Original Results,TONGUE [voiced],Strong,TONGUE [voiced]
PISS,voiced,-0.298458552731455,NA,-0.51553026178829,-0.085646830585614,voicing,Original Results,NA,Weak,PISS [voiced]
VULVA,voiced,-0.253410925598382,NA,-0.505220465190762,-0.009459471529194,voicing,Original Results,NA,Weak,VULVA [voiced]
WHITE,voiced,-0.237920917710236,NA,-0.448077177356207,-0.026621648518493,voicing,Original Results,NA,Weak,WHITE [voiced]
WING,voiced,-0.285397919934721,NA,-0.499185829493502,-0.072287124547824,voicing,Original Results,NA,Weak,WING [voiced]
WORD,voiced,0.279540553676071,NA,0.038640835322168,0.518497852722709,voicing,Original Results,NA,Weak,WORD [voiced]
YESTERDAY,voiced,0.236718379412463,NA,0.02705818176188,0.445244250466962,voicing,Original Results,NA,Weak,YESTERDAY [voiced]
WE (EXCLUSIVE),nasal,0.420086840934408,NA,0.238495640343956,0.597438358452495,manner,Original Results,WE (EXCLUSIVE) [nasal],Strong,WE (EXCLUSIVE) [nasal]
WE (INCLUSIVE),nasal,0.406204491081585,NA,0.2243294259064,0.580824131580245,manner,Original Results,WE (INCLUSIVE) [nasal],Strong,WE (INCLUSIVE) [nasal]
I,nasal,0.591041315352886,NA,0.414668444397186,0.765778618417796,manner,Original Results,I [nasal],Strong,I [nasal]
YOU,nasal,0.466360953461089,NA,0.2852970001649,0.640581254744407,manner,Original Results,YOU [nasal],Strong,YOU [nasal]
THOU,nasal,0.784753434612951,NA,0.605985057737427,0.956453109191253,manner,Original Results,THOU [nasal],Strong,THOU [nasal]
HE OR SHE OR IT,nasal,0.347004214513446,NA,0.165860007092503,0.526532084026549,manner,Original Results,NA,Weak,HE OR SHE OR IT [nasal]
ANIMAL,nasal,0.236092911360169,NA,0.051588388129023,0.417838247905967,manner,Original Results,NA,Weak,ANIMAL [nasal]
ASH,nasal,-0.223340374426572,NA,-0.398025618708282,-0.04891540065348,manner,Original Results,NA,Weak,ASH [nasal]
BARK,nasal,-0.263095923379567,NA,-0.443694847147409,-0.087882395511608,manner,Original Results,NA,Weak,BARK [nasal]
BITE,nasal,-0.241374677229288,NA,-0.420474801172792,-0.067951539307905,manner,Original Results,NA,Weak,BITE [nasal]
BLOW (OF WIND),nasal,-0.257508600688053,NA,-0.435971630823139,-0.089617054948748,manner,Original Results,NA,Weak,BLOW (OF WIND) [nasal]
BREAST,nasal,0.355345234213475,NA,0.173015829851419,0.529475799026969,manner,Original Results,NA,Weak,BREAST [nasal]
BREATHE,nasal,0.225078354405388,NA,0.042982978369257,0.412153930144416,manner,Original Results,NA,Weak,BREATHE [nasal]
COUGH,nasal,-0.238039610885847,NA,-0.415128998855738,-0.062459653587908,manner,Original Results,NA,Weak,COUGH [nasal]
DRY,nasal,-0.270267863046923,NA,-0.445289162298677,-0.097315781394512,manner,Original Results,NA,Weak,DRY [nasal]
FALL,nasal,-0.259558377191731,NA,-0.441199021598228,-0.090341982570859,manner,Original Results,NA,Weak,FALL [nasal]
FLAT,nasal,-0.231187582437595,NA,-0.42584779412055,-0.041886442793443,manner,Original Results,NA,Weak,FLAT [nasal]
HARD,nasal,-0.302938194275901,NA,-0.485051150534009,-0.124934392808747,manner,Original Results,NA,Weak,HARD [nasal]
HEAD,nasal,-0.245055573812733,NA,-0.416569878406943,-0.078317681004839,manner,Original Results,NA,Weak,HEAD [nasal]
HERE,nasal,0.258843489205035,NA,0.075251778011008,0.44147611107104,manner,Original Results,NA,Weak,HERE [nasal]
HIT,nasal,-0.27087784573624,NA,-0.443875493472444,-0.100436759483391,manner,Original Results,NA,Weak,HIT [nasal]
LUNG,nasal,-0.300331935989958,NA,-0.490011548378844,-0.121685006002974,manner,Original Results,NA,Weak,LUNG [nasal]
MILK,nasal,0.324324476492583,NA,0.13500338414549,0.513879494711963,manner,Original Results,NA,Weak,MILK [nasal]
NAME,nasal,0.253838135522006,NA,0.080906573217201,0.421591909809859,manner,Original Results,NA,Weak,NAME [nasal]
NOSE,nasal,0.312641003538134,NA,0.143571295587385,0.479513900379193,manner,Original Results,NA,Weak,NOSE [nasal]
NOT,nasal,0.305593020766755,NA,0.114333014999789,0.484164984645444,manner,Original Results,NA,Weak,NOT [nasal]
ROUGH,nasal,-0.328689715468608,NA,-0.538207697479093,-0.128140185229235,manner,Original Results,NA,Weak,ROUGH [nasal]
RUN,nasal,-0.226932256573374,NA,-0.398854105190751,-0.056505251179702,manner,Original Results,NA,Weak,RUN [nasal]
SHORT,nasal,-0.279659497146305,NA,-0.462902075852523,-0.105508513297128,manner,Original Results,NA,Weak,SHORT [nasal]
SKIN,nasal,-0.293048973899823,NA,-0.470799449353307,-0.121792977124945,manner,Original Results,NA,Weak,SKIN [nasal]
SLEEP,nasal,0.226123973598533,NA,0.056776874856942,0.39262226004363,manner,Original Results,NA,Weak,SLEEP [nasal]
SMELL,nasal,0.311308584214187,NA,0.120457164988666,0.493793657370672,manner,Original Results,NA,Weak,SMELL [nasal]
SPIT,nasal,-0.35485539125416,NA,-0.529236572725195,-0.182865452370689,manner,Original Results,NA,Weak,SPIT [nasal]
STONE,nasal,-0.26430386811523,NA,-0.438797953238392,-0.097133213383769,manner,Original Results,NA,Weak,STONE [nasal]
STRONG,nasal,-0.293260702571139,NA,-0.472430055728531,-0.121389279623944,manner,Original Results,NA,Weak,STRONG [nasal]
THINK,nasal,0.279045570398606,NA,0.093891451410909,0.453076520323474,manner,Original Results,NA,Weak,THINK [nasal]
THIS,nasal,0.330302457619908,NA,0.151844410712875,0.50695159914891,manner,Original Results,NA,Weak,THIS [nasal]
WHITE,nasal,-0.307877278342279,NA,-0.480492953021901,-0.137039406684666,manner,Original Results,NA,Weak,WHITE [nasal]
WE (EXCLUSIVE),stop,-0.262615430070686,NA,-0.425938757749935,-0.102728924603304,manner,Original Results,NA,Weak,WE (EXCLUSIVE) [stop]
WE (INCLUSIVE),stop,-0.238086700341544,NA,-0.401271492698011,-0.07481981312245,manner,Original Results,NA,Weak,WE (INCLUSIVE) [stop]
I,stop,-0.459979196807827,NA,-0.622149376322816,-0.300224900596857,manner,Original Results,I [stop],Strong,I [stop]
YOU,stop,-0.233324708265976,NA,-0.395424542321722,-0.074001905097391,manner,Original Results,NA,Weak,YOU [stop]
THOU,stop,-0.539172338442053,NA,-0.708573003903677,-0.378392402769498,manner,Original Results,THOU [stop],Strong,THOU [stop]
HE OR SHE OR IT,stop,-0.273230329273978,NA,-0.440321076239596,-0.108412921516005,manner,Original Results,NA,Weak,HE OR SHE OR IT [stop]
ANIMAL,stop,-0.268844263214182,NA,-0.441893977821665,-0.101221383500844,manner,Original Results,NA,Weak,ANIMAL [stop]
BITE,stop,0.22465805914186401,NA,0.06805722426127,0.383348948796742,manner,Original Results,NA,Weak,BITE [stop]
BONE,stop,0.224618161027808,NA,0.070902590177719,0.383902129557746,manner,Original Results,NA,Weak,BONE [stop]
BREATHE,stop,-0.460905949803017,NA,-0.630549185810779,-0.295382622074666,manner,Original Results,BREATHE [stop],Strong,BREATHE [stop]
GOOD,stop,-0.227507483039522,NA,-0.384983937281971,-0.075233592751725,manner,Original Results,NA,Weak,GOOD [stop]
HARD,stop,0.352833724612456,NA,0.193886919370187,0.511780388315355,manner,Original Results,NA,Weak,HARD [stop]
HEAD,stop,0.297661624538184,NA,0.147150104525782,0.450743975930775,manner,Original Results,NA,Weak,HEAD [stop]
HIT,stop,0.306038154443747,NA,0.150503646965123,0.460021960010656,manner,Original Results,NA,Weak,HIT [stop]
KNEE,stop,0.292878950923997,NA,0.13136672420169,0.452323629970372,manner,Original Results,NA,Weak,KNEE [stop]
NAME,stop,-0.350745752690744,NA,-0.511781266643034,-0.196089927047471,manner,Original Results,NA,Weak,NAME [stop]
NOSE,stop,-0.272425260863627,NA,-0.429027901318082,-0.119147694179777,manner,Original Results,NA,Weak,NOSE [stop]
NOT,stop,-0.304250765781714,NA,-0.475933453094297,-0.143219309113387,manner,Original Results,NA,Weak,NOT [stop]
SAND,stop,-0.240139048518132,NA,-0.401386984632207,-0.084035616032544,manner,Original Results,NA,Weak,SAND [stop]
SHORT,stop,0.394970665106575,NA,0.235582403164651,0.551294380430637,manner,Original Results,SHORT [stop],Strong,SHORT [stop]
SMELL,stop,-0.335927530619105,NA,-0.513344878848047,-0.170557649875799,manner,Original Results,NA,Weak,SMELL [stop]
STRONG,stop,0.260737305800695,NA,0.108308978352726,0.417348262379099,manner,Original Results,NA,Weak,STRONG [stop]
THIS,stop,-0.228031871422142,NA,-0.395780650390943,-0.063740456263455,manner,Original Results,NA,Weak,THIS [stop]
WE (EXCLUSIVE),nasal-voiced,0.394665141455606,NA,0.224699713632951,0.562289898128128,manner_voicing,Original Results,WE (EXCLUSIVE) [nasal-voiced],Strong,WE (EXCLUSIVE) [nasal-voiced]
WE (INCLUSIVE),nasal-voiced,0.381694473536633,NA,0.211035982169496,0.548098892281688,manner_voicing,Original Results,NA,Weak,WE (INCLUSIVE) [nasal-voiced]
I,nasal-voiced,0.495361934350107,NA,0.335611396374652,0.660164977450932,manner_voicing,Original Results,I [nasal-voiced],Strong,I [nasal-voiced]
YOU,nasal-voiced,0.445173516847847,NA,0.275513231084839,0.609367862744872,manner_voicing,Original Results,YOU [nasal-voiced],Strong,YOU [nasal-voiced]
THOU,nasal-voiced,0.716518832013602,NA,0.547090735740323,0.878615647301526,manner_voicing,Original Results,THOU [nasal-voiced],Strong,THOU [nasal-voiced]
HE OR SHE OR IT,nasal-voiced,0.297938165109858,NA,0.134317493241053,0.462291585632904,manner_voicing,Original Results,NA,Weak,HE OR SHE OR IT [nasal-voiced]
ANIMAL,nasal-voiced,0.23837706198173,NA,0.057250487743546,0.414421055138435,manner_voicing,Original Results,NA,Weak,ANIMAL [nasal-voiced]
BARK,nasal-voiced,-0.288308683265983,NA,-0.459366827804314,-0.120454119053123,manner_voicing,Original Results,NA,Weak,BARK [nasal-voiced]
BITE,nasal-voiced,-0.244423521625674,NA,-0.412714789840266,-0.082178122621734,manner_voicing,Original Results,NA,Weak,BITE [nasal-voiced]
BLOW (OF WIND),nasal-voiced,-0.290232727108074,NA,-0.461052731112471,-0.132789436561188,manner_voicing,Original Results,NA,Weak,BLOW (OF WIND) [nasal-voiced]
BREAST,nasal-voiced,0.33606894289469,NA,0.169443457068602,0.498259968563998,manner_voicing,Original Results,NA,Weak,BREAST [nasal-voiced]
COUGH,nasal-voiced,-0.243376558098558,NA,-0.416584902465096,-0.075966258021692,manner_voicing,Original Results,NA,Weak,COUGH [nasal-voiced]
DRY,nasal-voiced,-0.298224012833265,NA,-0.466242294256258,-0.136202265177397,manner_voicing,Original Results,NA,Weak,DRY [nasal-voiced]
FALL,nasal-voiced,-0.272102982005308,NA,-0.434826197888258,-0.113751715999042,manner_voicing,Original Results,NA,Weak,FALL [nasal-voiced]
FLAT,nasal-voiced,-0.253569838173911,NA,-0.437198329409123,-0.074582807735408,manner_voicing,Original Results,NA,Weak,FLAT [nasal-voiced]
HARD,nasal-voiced,-0.261251138999122,NA,-0.436276463289949,-0.101350224855806,manner_voicing,Original Results,NA,Weak,HARD [nasal-voiced]
HEAD,nasal-voiced,-0.236071409291045,NA,-0.400916113332664,-0.077858457762839,manner_voicing,Original Results,NA,Weak,HEAD [nasal-voiced]
HIT,nasal-voiced,-0.268054354687493,NA,-0.433522422271918,-0.106057856856978,manner_voicing,Original Results,NA,Weak,HIT [nasal-voiced]
HOW,nasal-voiced,0.237374089017941,NA,0.068440608353038,0.404320002491801,manner_voicing,Original Results,NA,Weak,HOW [nasal-voiced]
LOWER LEG,nasal-voiced,-0.2466482930784,NA,-0.406585074163128,-0.0899215795086,manner_voicing,Original Results,NA,Weak,LOWER LEG [nasal-voiced]
LUNG,nasal-voiced,-0.328113499432109,NA,-0.501223732455302,-0.160853502532678,manner_voicing,Original Results,NA,Weak,LUNG [nasal-voiced]
MILK,nasal-voiced,0.306068353472171,NA,0.123070743917066,0.47974636113588,manner_voicing,Original Results,NA,Weak,MILK [nasal-voiced]
NOSE,nasal-voiced,0.340213136950839,NA,0.177430110476889,0.503099888803074,manner_voicing,Original Results,NA,Weak,NOSE [nasal-voiced]
NOT,nasal-voiced,0.238975355658068,NA,0.064839275532946,0.408218895549086,manner_voicing,Original Results,NA,Weak,NOT [nasal-voiced]
ROUGH,nasal-voiced,-0.339836135212455,NA,-0.527850499788534,-0.152587837688501,manner_voicing,Original Results,NA,Weak,ROUGH [nasal-voiced]
RUN,nasal-voiced,-0.234980232733607,NA,-0.394002899217733,-0.085713558510884,manner_voicing,Original Results,NA,Weak,RUN [nasal-voiced]
SHORT,nasal-voiced,-0.24871376935389,NA,-0.421407392722671,-0.079224717568541,manner_voicing,Original Results,NA,Weak,SHORT [nasal-voiced]
SKIN,nasal-voiced,-0.308870456161154,NA,-0.47043162890647,-0.146149595126718,manner_voicing,Original Results,NA,Weak,SKIN [nasal-voiced]
SMELL,nasal-voiced,0.31684643979648,NA,0.142241206050506,0.487299959494057,manner_voicing,Original Results,NA,Weak,SMELL [nasal-voiced]
SPIT,nasal-voiced,-0.362614594953123,NA,-0.534785824189991,-0.198545628117188,manner_voicing,Original Results,NA,Weak,SPIT [nasal-voiced]
STONE,nasal-voiced,-0.295426770369008,NA,-0.4611863256608,-0.135233471883223,manner_voicing,Original Results,NA,Weak,STONE [nasal-voiced]
STRONG,nasal-voiced,-0.259381300215582,NA,-0.429056442112157,-0.091136039462008,manner_voicing,Original Results,NA,Weak,STRONG [nasal-voiced]
THINK,nasal-voiced,0.333347777560303,NA,0.162738121711383,0.501581273003731,manner_voicing,Original Results,NA,Weak,THINK [nasal-voiced]
THIS,nasal-voiced,0.278639274596375,NA,0.108253263531666,0.448692758483723,manner_voicing,Original Results,NA,Weak,THIS [nasal-voiced]
WHITE,nasal-voiced,-0.299936788316676,NA,-0.460919022411176,-0.142139686762215,manner_voicing,Original Results,NA,Weak,WHITE [nasal-voiced]
WOMAN,nasal-voiced,0.229812321685704,NA,0.064377115507426,0.394126024423582,manner_voicing,Original Results,NA,Weak,WOMAN [nasal-voiced]
WE (EXCLUSIVE),stop-unvoiced,-0.227816447983292,NA,-0.379130175825426,-0.077963508573826,manner_voicing,Original Results,NA,Weak,WE (EXCLUSIVE) [stop-unvoiced]
I,stop-unvoiced,-0.348182615471826,NA,-0.501958025206441,-0.202977263605909,manner_voicing,Original Results,NA,Weak,I [stop-unvoiced]
THOU,stop-unvoiced,-0.454265702723729,NA,-0.613934356684618,-0.303528240004929,manner_voicing,Original Results,THOU [stop-unvoiced],Strong,THOU [stop-unvoiced]
BARK,stop-unvoiced,0.275737129598785,NA,0.127794378751123,0.423268073658543,manner_voicing,Original Results,NA,Weak,BARK [stop-unvoiced]
BREATHE,stop-unvoiced,-0.368370304853716,NA,-0.533056584527182,-0.207827864122785,manner_voicing,Original Results,NA,Weak,BREATHE [stop-unvoiced]
GOOD,stop-unvoiced,-0.277164359428808,NA,-0.425010238180598,-0.136715626059889,manner_voicing,Original Results,NA,Weak,GOOD [stop-unvoiced]
HARD,stop-unvoiced,0.285976207567331,NA,0.136764427517493,0.437813329115144,manner_voicing,Original Results,NA,Weak,HARD [stop-unvoiced]
HEAD,stop-unvoiced,0.253768234972757,NA,0.112869518858186,0.395809251628667,manner_voicing,Original Results,NA,Weak,HEAD [stop-unvoiced]
HERE,stop-unvoiced,-0.247334937368869,NA,-0.402481879252472,-0.098463900318361,manner_voicing,Original Results,NA,Weak,HERE [stop-unvoiced]
KNEE,stop-unvoiced,0.224662509581262,NA,0.075110526533278,0.370200105982605,manner_voicing,Original Results,NA,Weak,KNEE [stop-unvoiced]
NAME,stop-unvoiced,-0.283390652122785,NA,-0.434403810655386,-0.139977385915883,manner_voicing,Original Results,NA,Weak,NAME [stop-unvoiced]
NOSE,stop-unvoiced,-0.254933344781545,NA,-0.405707334259432,-0.108791673996085,manner_voicing,Original Results,NA,Weak,NOSE [stop-unvoiced]
NOT,stop-unvoiced,-0.318121061133964,NA,-0.47572435552187903,-0.168882646368799,manner_voicing,Original Results,NA,Weak,NOT [stop-unvoiced]
OTHER,stop-unvoiced,-0.238724303620856,NA,-0.406219071352429,-0.077688683067808,manner_voicing,Original Results,NA,Weak,OTHER [stop-unvoiced]
ROUGH,stop-unvoiced,0.237312030568788,NA,0.058529561363979,0.408299181543156,manner_voicing,Original Results,NA,Weak,ROUGH [stop-unvoiced]
SAND,stop-unvoiced,-0.228295730885217,NA,-0.383987693930343,-0.082159904806983,manner_voicing,Original Results,NA,Weak,SAND [stop-unvoiced]
SHORT,stop-unvoiced,0.419515628695271,NA,0.26576787111624,0.566818001248619,manner_voicing,Original Results,SHORT [stop-unvoiced],Strong,SHORT [stop-unvoiced]
SMALL,stop-unvoiced,0.242836250699776,NA,0.092551546625697,0.390193057414732,manner_voicing,Original Results,NA,Weak,SMALL [stop-unvoiced]
SMELL,stop-unvoiced,-0.259262884083613,NA,-0.414517674850198,-0.102975780410369,manner_voicing,Original Results,NA,Weak,SMELL [stop-unvoiced]
SPIT,stop-unvoiced,0.272207522276577,NA,0.124341628951609,0.417873537571223,manner_voicing,Original Results,NA,Weak,SPIT [stop-unvoiced]
THIS,stop-unvoiced,-0.242838842816607,NA,-0.39947433955314,-0.090386345122722,manner_voicing,Original Results,NA,Weak,THIS [stop-unvoiced]
TIE,stop-unvoiced,0.224597733589363,NA,0.077449917669278,0.362533757812676,manner_voicing,Original Results,NA,Weak,TIE [stop-unvoiced]
TONGUE,stop-unvoiced,-0.251905155628625,NA,-0.402787534604264,-0.111652067892924,manner_voicing,Original Results,NA,Weak,TONGUE [stop-unvoiced]
I,labial,-0.301640600021381,NA,-0.468075609471162,-0.137287562771683,position,Original Results,NA,Weak,I [labial]
BLOW (OF WIND),labial,0.623661933081225,NA,0.451545422586914,0.802082215693908,position,Original Results,BLOW (OF WIND) [labial],Strong,BLOW (OF WIND) [labial]
COUGH,labial,-0.290341657067299,NA,-0.466244130257123,-0.122235319244697,position,Original Results,NA,Weak,COUGH [labial]
FLAT,labial,0.30280389292203,NA,0.11309578998612,0.486550001763933,position,Original Results,NA,Weak,FLAT [labial]
HERE,labial,-0.237171232458232,NA,-0.413600107878207,-0.067688928277343,position,Original Results,NA,Weak,HERE [labial]
LAUGH,labial,-0.262202066445718,NA,-0.429549279299094,-0.095326188721599,position,Original Results,NA,Weak,LAUGH [labial]
LUNG,labial,0.240227478138996,NA,0.059022893850218,0.415167060022408,position,Original Results,NA,Weak,LUNG [labial]
MILK,labial,0.249109584906447,NA,0.069634756754486,0.431491084790747,position,Original Results,NA,Weak,MILK [labial]
SNEEZE,labial,-0.369453051282835,NA,-0.547725919945798,-0.199906050005206,position,Original Results,NA,Weak,SNEEZE [labial]
SNORE,labial,-0.426613964305488,NA,-0.612698357669707,-0.248283207487992,position,Original Results,SNORE [labial],Strong,SNORE [labial]
STAND,labial,-0.29968924453987,NA,-0.462271764580787,-0.13585363866314,position,Original Results,NA,Weak,STAND [labial]
THIS,labial,-0.243856020435848,NA,-0.420441700651293,-0.074929112259583,position,Original Results,NA,Weak,THIS [labial]
TOOTH,labial,-0.267313576007167,NA,-0.436190275125164,-0.102977208405226,position,Original Results,NA,Weak,TOOTH [labial]
BLOW (OF WIND),alveolar-voiced,-0.270541299633635,NA,-0.43369827238195,-0.10792185483855,position_voicing,Original Results,NA,Weak,BLOW (OF WIND) [alveolar-voiced]
COUGH,alveolar-voiced,-0.250428611251681,NA,-0.413438086894743,-0.096176467657527,position_voicing,Original Results,NA,Weak,COUGH [alveolar-voiced]
GREEN,alveolar-voiced,0.236601862700859,NA,0.076589802953612,0.392395023905152,position_voicing,Original Results,NA,Weak,GREEN [alveolar-voiced]
LIE DOWN,alveolar-voiced,0.228176584021164,NA,0.057613053635901,0.397009108638502,position_voicing,Original Results,NA,Weak,LIE DOWN [alveolar-voiced]
SAD,alveolar-voiced,0.226233236525491,NA,0.044152156296774,0.401272089222505,position_voicing,Original Results,NA,Weak,SAD [alveolar-voiced]
SNEEZE,alveolar-voiced,-0.330678615465203,NA,-0.497772994234033,-0.162016121208352,position_voicing,Original Results,NA,Weak,SNEEZE [alveolar-voiced]
SNORE,alveolar-voiced,0.444162617518165,NA,0.264337776014667,0.62307181731447,position_voicing,Original Results,SNORE [alveolar-voiced],Strong,SNORE [alveolar-voiced]
SPIT,alveolar-voiced,-0.277122347495144,NA,-0.451021898267868,-0.113806210644945,position_voicing,Original Results,NA,Weak,SPIT [alveolar-voiced]
THUNDER,alveolar-voiced,0.31693077291343,NA,0.150199390100882,0.478555089155301,position_voicing,Original Results,NA,Weak,THUNDER [alveolar-voiced]
TONGUE,alveolar-voiced,0.525491235903165,NA,0.361102075538041,0.679611459546301,position_voicing,Original Results,TONGUE [alveolar-voiced],Strong,TONGUE [alveolar-voiced]
TURN,alveolar-voiced,0.335648407511658,NA,0.175530164341924,0.494345036185178,position_voicing,Original Results,NA,Weak,TURN [alveolar-voiced]
WATER,alveolar-voiced,-0.259856031353491,NA,-0.421925497213696,-0.104849478754584,position_voicing,Original Results,NA,Weak,WATER [alveolar-voiced]
