language,Glottocode,iso 639-3,familyGeneral,familySpecific,Macroarea,meaning,word,length,phonemeRepW2letters
Chol Tumbala,chol1282,col,Mayan,WesternMayan,NorthAmerica,big,no,2,0
Cholti,,qjt,Mayan,WesternMayan,NorthAmerica,big,kolem,5,0
Cholti,,qjt,Mayan,WesternMayan,NorthAmerica,small,cece,4,0
Chontal Tabasco,taba1266,chf,Mayan,WesternMayan,NorthAmerica,small,pi7,3,0
Chontal Tabasco,taba1266,chf,Mayan,WesternMayan,NorthAmerica,big,noh,3,0
Chorti,chor1273,caa,Mayan,WesternMayan,NorthAmerica,small,CuCu7ko7e,9,0
Chorti,chor1273,caa,Mayan,WesternMayan,NorthAmerica,big,nota,4,0
Chrau,chra1242,crw,Austroasiatic,Bahnaric,Eurasia,big,ma7,3,0
Chrau,chra1242,crw,Austroasiatic,Bahnaric,Eurasia,small,ken,3,0
Chuj,chuj1250,cac,Mayan,WesternMayan,NorthAmerica,big,niwkil,6,0
Chuj,chuj1250,cac,Mayan,WesternMayan,NorthAmerica,small,yune,4,0
Chukchee,chuk1273,ckt,Chukotko-Kamchatkan,Chukotko-Kamchatkan,Eurasia,big,n3mey3N,7,0
Chukchee,chuk1273,ckt,Chukotko-Kamchatkan,Chukotko-Kamchatkan,Eurasia,small,n3pp3Lu,7,0
Chuvash 2,chuv1255,chv,Turkic,Bolgar,Eurasia,big,pus3k,5,0
Chuvash 2,chuv1255,chv,Turkic,Bolgar,Eurasia,small,p3C3k,5,0
Clallam,clal1241,clm,Salishan,CentralSalish,NorthAmerica,small,LuLa7,5,0
Clallam,clal1241,clm,Salishan,CentralSalish,NorthAmerica,big,C3q,3,0
Cochimi,coch1272,coj,Cochimi-Yuman,Cochimi-Yuman,NorthAmerica,big,ka,2,0
Cochimi,coch1272,coj,Cochimi-Yuman,Cochimi-Yuman,NorthAmerica,small,texunoey,8,0
Coeruna,,,Huitotoan,Huitotoan,SouthAmerica,big,vamo,4,0
Coeruna,,,Huitotoan,Huitotoan,SouthAmerica,small,anoetzu,7,0
Coeur Dalene,coeu1236,crd,Salishan,InteriorSalish,NorthAmerica,small,ciceme7,7,0
Coeur Dalene,coeu1236,crd,Salishan,InteriorSalish,NorthAmerica,big,xayxit,6,0
Colorado,colo1256,cof,Barbacoan,Cayapa-Colorado,SouthAmerica,big,wa,2,0
Colorado,colo1256,cof,Barbacoan,Cayapa-Colorado,SouthAmerica,small,nakan,5,0
Comanche,coma1245,com,Uto-Aztecan,NorthernUto-Aztecan,NorthAmerica,big,pia,3,0
Comanche,coma1245,com,Uto-Aztecan,NorthernUto-Aztecan,NorthAmerica,small,tutatu,6,0
Cowichan,halk1245,hur,Salishan,CentralSalish,NorthAmerica,small,L3wLa7,6,0
Cowichan,halk1245,hur,Salishan,CentralSalish,NorthAmerica,big,8iy,3,0
Cowlitz,cowl1242,cow,Salishan,Tsamosan,NorthAmerica,big,taw3t,5,0
Cowlitz,cowl1242,cow,Salishan,Tsamosan,NorthAmerica,small,kec,3,0
Creek,cree1270,mus,Muskogean,EasternMuskogean,NorthAmerica,big,Laki,4,0
Creek,cree1270,mus,Muskogean,EasternMuskogean,NorthAmerica,small,Cotki,5,0
Croatian 2,croa1245,hrv,Indo-European,Balto-Slavic,Eurasia,big,wElik,5,0
Croatian 2,croa1245,hrv,Indo-European,Balto-Slavic,Eurasia,small,mali,4,0
Cubeo,cube1242,cub,Tucanoan,Tucanoan,SouthAmerica,big,3rak3,5,0
Cubeo,cube1242,cub,Tucanoan,Tucanoan,SouthAmerica,small,kih3k3,6,0
Czech 2,czec1258,ces,Indo-European,Balto-Slavic,Eurasia,big,vElki,5,0
Czech 2,czec1258,ces,Indo-European,Balto-Slavic,Eurasia,small,mali,4,0
Daga 2,daga1275,dgz,Dagan,Dagan,Papunesia,big,arita,5,0
Daga 2,daga1275,dgz,Dagan,Dagan,Papunesia,small,otukoentu,9,0
Dani Upper Grand Valley,uppe1430,dna,Nuclear Trans New Guinea,Dani,Papunesia,big,gokNgok,7,0
Dani Upper Grand Valley,uppe1430,dna,Nuclear Trans New Guinea,Dani,Papunesia,small,buluk,5,0
Danish 2,dani1285,dan,Indo-European,Germanic,Eurasia,big,sdo7a,5,0
Danish 2,dani1285,dan,Indo-European,Germanic,Eurasia,small,lil3,4,0
Dano Asaro,dano1240,aso,Nuclear Trans New Guinea,Kainantu-Goroka,Papunesia,big,namba,5,0
Dano Asaro,dano1240,aso,Nuclear Trans New Guinea,Kainantu-Goroka,Papunesia,small,Nomo,4,0
Dargwa 2,darg1241,dar,Nakh-Daghestanian,Daghestanian,Eurasia,small,biStal,6,0
Dargwa 2,darg1241,dar,Nakh-Daghestanian,Daghestanian,Eurasia,big,Xalasi,6,0
Deang,ruch1235,pce,Austroasiatic,Khasi-Palaung,Eurasia,big,daN,3,0
Deang,ruch1235,pce,Austroasiatic,Khasi-Palaung,Eurasia,small,diat,4,0
Dedua,dedu1240,ded,Nuclear Trans New Guinea,Finisterre-Huon,Papunesia,big,kuneN,5,0
Dedua,dedu1240,ded,Nuclear Trans New Guinea,Finisterre-Huon,Papunesia,small,kapia,5,0
Diegueno,kumi1248,dih,Cochimi-Yuman,Cochimi-Yuman,NorthAmerica,big,iku,3,0
Diegueno,kumi1248,dih,Cochimi-Yuman,Cochimi-Yuman,NorthAmerica,small,3stik,5,0
Dima,dima1252,jma,Dagan,Dagan,Papunesia,big,ratebi,6,0
Dima,dima1252,jma,Dagan,Dagan,Papunesia,small,susikidi,8,0
Dubu 2,dubu1240,dmu,Pauwasi,Pauwasi,Papunesia,small,mla3mai,7,1
Dubu 2,dubu1240,dmu,Pauwasi,Pauwasi,Papunesia,big,surmabe,7,0
Dutch 2,dutc1256,nld,Indo-European,Germanic,Eurasia,big,xrot,4,0
Dutch 2,dutc1256,nld,Indo-European,Germanic,Eurasia,small,klEin,5,0
Duvle,duvl1242,duv, Lakes_Plain, Lakes_Plain,Papunesia,big,koburovrE,9,0
Duvle,duvl1242,duv, Lakes_Plain, Lakes_Plain,Papunesia,small,obxoka,6,0
Eastern Kekchi Cahabon,kekc1242,kek,Mayan,Quichean-Mamean,NorthAmerica,small,kaCin,5,0
Eastern Kekchi Cahabon,kekc1242,kek,Mayan,Quichean-Mamean,NorthAmerica,big,nim,3,0
Eastern Quiche Rabinal,achi1256,acr,Mayan,Quichean-Mamean,NorthAmerica,small,Cutin,5,0
Eastern Quiche Rabinal,achi1256,acr,Mayan,Quichean-Mamean,NorthAmerica,big,nim,3,0
Efik 2,efik1245,efi,Atlantic-Congo,Benue-Congo,Africa,big,akamba,6,0
Efik 2,efik1245,efi,Atlantic-Congo,Benue-Congo,Africa,small,ekpri,5,0
Eipomek 2,eipo1242,eip,Nuclear Trans New Guinea,Mek,Papunesia,big,wik,3,0
Eipomek 2,eipo1242,eip,Nuclear Trans New Guinea,Mek,Papunesia,small,metek,5,0
Eloyi 3,eloy1241,afo,Atlantic-Congo,Benue-Congo,Africa,big,muso,4,0
Eloyi 3,eloy1241,afo,Atlantic-Congo,Benue-Congo,Africa,small,Eri,3,0
Embera Chami,embe1262,cmi,Chocoan, Chocoan,SouthAmerica,small,khaibe,6,1
Embera Chami,embe1262,cmi,Chocoan, Chocoan,SouthAmerica,big,waib3a,6,0
Emem Umuaf,emum1240,enr,Pauwasi,Pauwasi,Papunesia,big,toxai,5,0
Emem Umuaf,emum1240,enr,Pauwasi,Pauwasi,Papunesia,small,nebe,4,0
Enggipiloe,dama1272,uhn,other,other,Papunesia,big,nal,3,0
Enggipiloe,dama1272,uhn,other,other,Papunesia,small,metau,5,0
English,stan1293,eng,Indo-European,Germanic,Eurasia,big,big,3,0
English,stan1293,eng,Indo-European,Germanic,Eurasia,small,smal,4,0
Eritai,erit1239,ert, Lakes_Plain, Lakes_Plain,Papunesia,big,sokuokwei,9,0
Eritai,erit1239,ert, Lakes_Plain, Lakes_Plain,Papunesia,small,korakikorE,10,0
Erzya 2,erzy1239,myv,Uralic,Mordvin,Eurasia,big,yi5e,4,0
Erzya 2,erzy1239,myv,Uralic,Mordvin,Eurasia,small,viSka,5,0
Ese Ejja,esee1248,ese,Pano-Tacanan,Pano-Tacanan,SouthAmerica,big,kia7ai,6,0
Ese Ejja,esee1248,ese,Pano-Tacanan,Pano-Tacanan,SouthAmerica,small,sisi,4,0
Estonian,esto1258,ekk,Uralic,Finnic,Eurasia,big,sur,3,0
Estonian,esto1258,ekk,Uralic,Finnic,Eurasia,small,vaike,5,0
Evenki,even1259,evn,Tungusic,Tungusic,Eurasia,big,kali,4,0
Evenki,even1259,evn,Tungusic,Tungusic,Eurasia,small,xulukun,7,0
Ewage Notu,ewag1241,nou,Nuclear Trans New Guinea,GreaterBinanderean,Papunesia,big,nembo,5,0
Ewage Notu,ewag1241,nou,Nuclear Trans New Guinea,GreaterBinanderean,Papunesia,small,kiambo,6,0
Favorlang,babu1240,bzg,Austronesian,WesternPlainsAustronesian,Papunesia,big,mato,4,0
Favorlang,babu1240,bzg,Austronesian,WesternPlainsAustronesian,Papunesia,small,gummo,5,0
Fijian,fiji1243,fij,Austronesian,Central-EasternMalayo-Polynesian,Papunesia,big,levu,4,0
Fijian,fiji1243,fij,Austronesian,Central-EasternMalayo-Polynesian,Papunesia,small,lailai,6,0
Finnish,finn1318,fin,Uralic,Finnic,Eurasia,big,iso,3,0
Finnish,finn1318,fin,Uralic,Finnic,Eurasia,small,pieni,5,0
Folopa Sopese,folo1238,ppo,Teberan,Teberan,Papunesia,big,wasi,4,0
Folopa Sopese,folo1238,ppo,Teberan,Teberan,Papunesia,small,makalamani,10,0
Forest Enets 2,fore1265,enf,Uralic,Samoyedic,Eurasia,big,aga,3,0
Forest Enets 2,fore1265,enf,Uralic,Samoyedic,Eurasia,small,ibLEygu,7,0
French,stan1290,fra,Indo-European,Italic,Eurasia,big,gra,3,0
French,stan1290,fra,Indo-European,Italic,Eurasia,small,p3ti,4,0
Futuna East,futu1245,fut,Austronesian,Central-EasternMalayo-Polynesian,Papunesia,big,lasi,4,0
Futuna East,futu1245,fut,Austronesian,Central-EasternMalayo-Polynesian,Papunesia,small,iki7iki,7,0
Fuyug,fuyu1242,fuy,Goilalan, Goilalan,Papunesia,big,inoga,5,0
Fuyug,fuyu1242,fuy,Goilalan, Goilalan,Papunesia,small,galiba,6,0
Gadsup,gads1258,gaj,Nuclear Trans New Guinea,Kainantu-Goroka,Papunesia,big,inoqna,6,0
Gadsup,gads1258,gaj,Nuclear Trans New Guinea,Kainantu-Goroka,Papunesia,small,tsitoq,6,0
Gaikundi,gaik1242,gbf,Ndu,Ndu,Papunesia,big,n3mo,4,0
Gaikundi,gaik1242,gbf,Ndu,Ndu,Papunesia,small,tS3mal,6,0
Gamei 2,bore1247,gai,Lower Sepik Ramu,Ramu,Papunesia,big,ania7,5,0
Gamei 2,bore1247,gai,Lower Sepik Ramu,Ramu,Papunesia,small,tEkEno,6,0
Gants,gant1244,gao,Nuclear Trans New Guinea,Madang,Papunesia,big,kerma,5,0
Gants,gant1244,gao,Nuclear Trans New Guinea,Madang,Papunesia,small,53Ne,4,0
Gapapaiwa,gapa1238,pwg,Austronesian,Central-EasternMalayo-Polynesian,Papunesia,big,xama,4,0
Gapapaiwa,gapa1238,pwg,Austronesian,Central-EasternMalayo-Polynesian,Papunesia,small,gisi,4,0
Gaura Nggaura,kodi1247,kod,Austronesian,Central-EasternMalayo-Polynesian,Papunesia,big,bokolo,6,0
Gaura Nggaura,kodi1247,kod,Austronesian,Central-EasternMalayo-Polynesian,Papunesia,small,maraha,6,0
Gende 2,gend1249,gaf,Nuclear Trans New Guinea,Kainantu-Goroka,Papunesia,big,namba,5,0
Gende 2,gend1249,gaf,Nuclear Trans New Guinea,Kainantu-Goroka,Papunesia,small,keNua,5,0
Georgian 2,nucl1302,kat,other,other,Eurasia,small,mchirE,6,1
Georgian 2,nucl1302,kat,other,other,Eurasia,big,didi,4,0
Giman,gane1237,gzn,Austronesian,Central-EasternMalayo-Polynesian,Papunesia,big,loal,4,0
Giman,gane1237,gzn,Austronesian,Central-EasternMalayo-Polynesian,Papunesia,small,wai,3,0
Giri,kire1240,geb,Lower Sepik Ramu,Ramu,Papunesia,big,ba73k3m,7,0
Giri,kire1240,geb,Lower Sepik Ramu,Ramu,Papunesia,small,bis3ne,6,0
Gondi,nort2702,gno,Dravidian,SouthDravidian,Eurasia,big,pedda,5,0
Gondi,nort2702,gno,Dravidian,SouthDravidian,Eurasia,small,Cinna,5,0
Gorovu 2,goro1261,grq,Lower Sepik Ramu,Agoan,Papunesia,big,aw3,3,0
Gorovu 2,goro1261,grq,Lower Sepik Ramu,Agoan,Papunesia,small,isEt3,5,0
Great Andamanese,mixe1288,gac,other,other,Eurasia,big,elEopho,7,1
Great Andamanese,mixe1288,gac,other,other,Eurasia,small,EmEyo,5,0
Guambiano,guam1248,gum,Barbacoan,Coconucan,SouthAmerica,big,nu,2,0
Guambiano,guam1248,gum,Barbacoan,Coconucan,SouthAmerica,small,lam3,4,0
Guarani,para1311,gug,Tupian,Tupian,SouthAmerica,big,erado,5,0
Guarani,para1311,gug,Tupian,Tupian,SouthAmerica,small,Su7i,4,0
Guichicovi Mixe,isth1238,mir,Mixe-Zoque,Mixe,NorthAmerica,big,m3h,3,0
Guichicovi Mixe,isth1238,mir,Mixe-Zoque,Mixe,NorthAmerica,small,muck,4,0
Hanga Hundi,hang1258,hag,Atlantic-Congo,NorthVolta-Congo,Africa,big,n3ma,4,0
Hanga Hundi,hang1258,hag,Atlantic-Congo,NorthVolta-Congo,Africa,small,yikama,6,0
Hanunoo,hanu1241,hnn,Austronesian,GreaterCentralPhilippine,Papunesia,big,dada,4,0
Hanunoo,hanu1241,hnn,Austronesian,GreaterCentralPhilippine,Papunesia,small,di7it,5,0
Hausa,haus1257,hau,Afro-Asiatic,Chadic,Africa,small,karami,6,0
Hausa,haus1257,hau,Afro-Asiatic,Chadic,Africa,big,babba,5,0
Hawaiian,hawa1245,haw,Austronesian,Central-EasternMalayo-Polynesian,Papunesia,big,nui,3,0
Hawaiian,hawa1245,haw,Austronesian,Central-EasternMalayo-Polynesian,Papunesia,small,iki,3,0
Haya 3,haya1250,hay,Atlantic-Congo,Benue-Congo,Africa,big,hango,5,0
Haya 3,haya1250,hay,Atlantic-Congo,Benue-Congo,Africa,small,nke,3,0
Hewa,hewa1241,ham,Sepik,SepikHill,Papunesia,big,tuwa,4,0
Hewa,hewa1241,ham,Sepik,SepikHill,Papunesia,small,p3tene,6,0
Hidatsa,hida1246,hid,Siouan,CoreSiouan,NorthAmerica,big,ixtia,5,0
Hidatsa,hida1246,hid,Siouan,CoreSiouan,NorthAmerica,small,kadiStadi,9,0
Higaonon Binukid,higa1237,mba,Austronesian,GreaterCentralPhilippine,Papunesia,big,aragi,5,0
Higaonon Binukid,higa1237,mba,Austronesian,GreaterCentralPhilippine,Papunesia,small,aCu7ay,6,0
Highland Tequistlatec,high1242,chd,other,other,NorthAmerica,big,agwega7,7,1
Highland Tequistlatec,high1242,chd,other,other,NorthAmerica,small,aga7ua,6,0
Hill Mari,west2392,mrj,Uralic,Mari,Eurasia,big,koxo,4,0
Hill Mari,west2392,mrj,Uralic,Mari,Eurasia,small,izi,3,0
Hindi,hind1269,hin,Indo-European,Indo-Iranian,Eurasia,big,b3ra,4,0
Hindi,hind1269,hin,Indo-European,Indo-Iranian,Eurasia,small,Chota,5,1
Hixkaryana,hixk1239,hix,other,other,SouthAmerica,big,horyme,6,1
Hixkaryana,hixk1239,hix,other,other,SouthAmerica,small,aCke,4,0
Hmong Njua,hmon1264,hnj,Hmong-Mien,Hmong-Mien,Eurasia,big,lho,3,1
Hmong Njua,hmon1264,hnj,Hmong-Mien,Hmong-Mien,Eurasia,small,Cu,2,0
Hokkaido Ainu,ainu1240,ain,other,other,Eurasia,big,poro,4,0
Hokkaido Ainu,ainu1240,ain,other,other,Eurasia,small,pon,3,0
Huastec,huas1242,hus,Mayan,HuastecanMayan,NorthAmerica,big,pak8a7,6,0
Huastec,huas1242,hus,Mayan,HuastecanMayan,NorthAmerica,small,cipil,5,0
Huave,sanm1287,huv,other,other,NorthAmerica,big,nadam,5,0
Huave,sanm1287,huv,other,other,NorthAmerica,small,nine,4,0
Hube,kube1244,kgf,Nuclear Trans New Guinea,Finisterre-Huon,Papunesia,big,kuneN,5,0
Hube,kube1244,kgf,Nuclear Trans New Guinea,Finisterre-Huon,Papunesia,small,komoga,6,0
Huitoto Minica,mini1256,hto,Huitotoan,Huitotoan,SouthAmerica,big,aiZue,5,0
Huitoto Minica,mini1256,hto,Huitotoan,Huitotoan,SouthAmerica,small,due,3,0
Huitoto Murui,muru1274,huu,Huitotoan,Huitotoan,SouthAmerica,big,aulue,5,0
Huitoto Murui,muru1274,huu,Huitotoan,Huitotoan,SouthAmerica,small,hanore,6,0
Huitoto Nipode,nupo1240,hux,Huitotoan,Huitotoan,SouthAmerica,big,aiZue,5,0
Huitoto Nipode,nupo1240,hux,Huitotoan,Huitotoan,SouthAmerica,small,hiu,3,0
Hula,hula1239,hul,Austronesian,Central-EasternMalayo-Polynesian,Papunesia,big,para,4,0
Hula,hula1239,hul,Austronesian,Central-EasternMalayo-Polynesian,Papunesia,small,kei,3,0
Hungarian,hung1274,hun,Uralic,uralic,Eurasia,big,nagy,4,1
Hungarian,hung1274,hun,Uralic,uralic,Eurasia,small,kis,3,0
Hunjara Kaina Ke,hunj1241,hkk,Nuclear Trans New Guinea,GreaterBinanderean,Papunesia,big,pepemi,6,0
Hunjara Kaina Ke,hunj1241,hkk,Nuclear Trans New Guinea,GreaterBinanderean,Papunesia,small,isoko,5,0
Iatmul,iatm1242,ian,Ndu,Ndu,Papunesia,big,numa,4,0
Iatmul,iatm1242,ian,Ndu,Ndu,Papunesia,small,mak,3,0
Iau,iauu1242,tmu, Lakes_Plain, Lakes_Plain,Papunesia,big,isibE,5,0
Iau,iauu1242,tmu, Lakes_Plain, Lakes_Plain,Papunesia,small,kodubE,6,0
Icelandic 2,icel1247,isl,Indo-European,Germanic,Eurasia,big,stour,5,0
Icelandic 2,icel1247,isl,Indo-European,Germanic,Eurasia,small,lititl,6,0
Igom,kang1291,igm,Lower Sepik Ramu,Ramu,Papunesia,big,arum,4,0
Igom,kang1291,igm,Lower Sepik Ramu,Ramu,Papunesia,small,pitk,4,0
Ika,arhu1242,arh,Chibchan,Chibchan,SouthAmerica,big,aw3n7kawa,9,0
Ika,arhu1242,arh,Chibchan,Chibchan,SouthAmerica,small,ing3kawa,8,0
Imorod,ivat1242,ivv,Austronesian,Batanic,Papunesia,big,rako,4,0
Imorod,ivat1242,ivv,Austronesian,Batanic,Papunesia,small,likey,5,0
Inari Saami 2,inar1241,smn,Uralic,Saami,Eurasia,big,stieres,7,0
Inari Saami 2,inar1241,smn,Uralic,Saami,Eurasia,small,utce,4,0
Indonesian,indo1316,ind,Austronesian,Malayo-Sumbawan,Papunesia,big,besar,5,0
Indonesian,indo1316,ind,Austronesian,Malayo-Sumbawan,Papunesia,small,keCil,5,0
Iraqw,iraq1241,irk,Afro-Asiatic,Cushitic,Africa,big,ur,2,0
Iraqw,iraq1241,irk,Afro-Asiatic,Cushitic,Africa,small,nina,4,0
Irish,iris1253,gle,Indo-European,Celtic,Eurasia,small,byEg,4,1
Irish,iris1253,gle,Indo-European,Celtic,Eurasia,big,mor,3,0
Isaka,kris1246,ksi,Sko,Sko,Papunesia,big,nuo,3,0
Isaka,kris1246,ksi,Sko,Sko,Papunesia,small,nakau,5,0
Italian 2,ital1282,ita,Indo-European,Italic,Eurasia,big,grande,6,0
Italian 2,ital1282,ita,Indo-European,Italic,Eurasia,small,pikkolo,7,0
Itelmen,itel1242,itl,Chukotko-Kamchatkan,Chukotko-Kamchatkan,Eurasia,big,esqCkin,7,0
Itelmen,itel1242,itl,Chukotko-Kamchatkan,Chukotko-Kamchatkan,Eurasia,small,uLuLaX,6,0
Itutang,inap1241,mzu,Lower Sepik Ramu,Ramu,Papunesia,big,amp3ga,6,0
Itutang,inap1241,mzu,Lower Sepik Ramu,Ramu,Papunesia,small,t3gEt3gE,8,0
Itzaj,itza1241,itz,Mayan,Yucatecan,NorthAmerica,big,noh,3,0
Itzaj,itza1241,itz,Mayan,Yucatecan,NorthAmerica,small,CinCan,6,0
Iwam 4,iwam1256,iwm,Sepik,Iwam-Wogamus,Papunesia,big,purik,5,0
Iwam 4,iwam1256,iwm,Sepik,Iwam-Wogamus,Papunesia,small,m3m3sim,7,0
Ixil Chajul,ixil1251,ixl,Mayan,Quichean-Mamean,NorthAmerica,big,nim,3,0
Ixil Chajul,ixil1251,ixl,Mayan,Quichean-Mamean,NorthAmerica,small,uSkin,5,0
Jaad Badiaranke 2,bady1239,pbp,Atlantic-Congo,NorthAtlantic,Africa,big,manende,7,0
Jaad Badiaranke 2,bady1239,pbp,Atlantic-Congo,NorthAtlantic,Africa,small,5im,3,0
Jacaltec,popt1235,jac,Mayan,WesternMayan,NorthAmerica,big,nim,3,0
Jacaltec,popt1235,jac,Mayan,WesternMayan,NorthAmerica,small,niStex,6,0
Jair Awyu,jair1235,awv,Nuclear Trans New Guinea,Asmat-Awyu-Ok,Papunesia,big,ba,2,0
Jair Awyu,jair1235,awv,Nuclear Trans New Guinea,Asmat-Awyu-Ok,Papunesia,small,amCi,4,0
Jalonke 2,yalu1240,yal,Mande,WesternMande,Africa,big,bu,2,0
Jalonke 2,yalu1240,yal,Mande,WesternMande,Africa,small,quruN,5,0
Japanese,nucl1643,jpn,other,other,Eurasia,big,okina,5,0
Japanese,nucl1643,jpn,other,other,Eurasia,small,Cisai,5,0
Jarawa 3,jara1245,anq,other,other,Eurasia,big,gul,3,0
Jarawa 3,jara1245,anq,other,other,Eurasia,small,g3p,3,0
Jeh,jehh1245,jeh,Austroasiatic,Bahnaric,Eurasia,big,tih,3,0
Jeh,jehh1245,jeh,Austroasiatic,Bahnaric,Eurasia,small,t3si,4,0
Jicaque,toll1241,jic,other,other,NorthAmerica,small,chikh,5,2
Jicaque,toll1241,jic,other,other,NorthAmerica,big,p3ne,4,0
Jiliapan Pame,sout2999,pmz,Otomanguean,WesternOtomanguean,NorthAmerica,big,mada,4,0
Jiliapan Pame,sout2999,pmz,Otomanguean,WesternOtomanguean,NorthAmerica,small,since7,6,0
Joola Fogny,jola1263,dyo,Atlantic-Congo,CentralAtlantic,Africa,big,pupui,5,0
Joola Fogny,jola1263,dyo,Atlantic-Congo,CentralAtlantic,Africa,small,titi,4,0
Joola Kasa 4,jola1262,csk,Atlantic-Congo,CentralAtlantic,Africa,big,am3k,4,0
Joola Kasa 4,jola1262,csk,Atlantic-Congo,CentralAtlantic,Africa,small,titi,4,0
Jowulu,jowu1238,jow,Mande,WesternMande,Africa,big,sinang,6,0
Jowulu,jowu1238,jow,Mande,WesternMande,Africa,small,pyaN,4,0
Jupda,hupd1244,jup,Naduhup,Naduhup,SouthAmerica,small,tEh,3,0
Jupda,hupd1244,jup,Naduhup,Naduhup,SouthAmerica,big,pog,3,0
Juquila Mixe,juqu1238,mxq,Mixe-Zoque,Mixe,NorthAmerica,big,m3h,3,0
Juquila Mixe,juqu1238,mxq,Mixe-Zoque,Mixe,NorthAmerica,small,muck,4,0
Kabiye 3,kabi1261,kbp,Atlantic-Congo,NorthVolta-Congo,Africa,big,eboxala,7,0
Kabiye 3,kabi1261,kbp,Atlantic-Congo,NorthVolta-Congo,Africa,small,fiyindo,7,0
Kadiweu,kadi1248,kbc,Guaicuruan,Guaicuruan,SouthAmerica,big,nelegi,6,0
Kadiweu,kadi1248,kbc,Guaicuruan,Guaicuruan,SouthAmerica,small,idalogodi,9,0
Kaian 2,kaia1245,kct,Lower Sepik Ramu,Ramu,Papunesia,big,anEa7,5,0
Kaian 2,kaia1245,kct,Lower Sepik Ramu,Ramu,Papunesia,small,ino7,4,0
Kairiru,kair1263,kxa,Austronesian,Central-EasternMalayo-Polynesian,Papunesia,big,lipa,4,0
Kairiru,kair1263,kxa,Austronesian,Central-EasternMalayo-Polynesian,Papunesia,small,sqai5,5,0
Kaiy 2,kaiy1239,tcq, Lakes_Plain, Lakes_Plain,Papunesia,big,kraiori,7,0
Kaiy 2,kaiy1239,tcq, Lakes_Plain, Lakes_Plain,Papunesia,small,tigiori,7,0
Kakua,cacu1241,cbv,Kakua-Nukak,Kakua-Nukak,SouthAmerica,big,b3di,4,0
Kakua,cacu1241,cbv,Kakua-Nukak,Kakua-Nukak,SouthAmerica,small,bayd3,5,0
