concept,category,mean,sd,lwr,upr,myvar,result,label,outcome
BRAIN,back,0.5233419440022734,0.24833914441961388,0.02666365516304564,1.0200202328415011,backness,New Results,BRAIN [back],Weak
DUST,back,0.5404671981316302,0.2485922211057888,0.04328275592005259,1.037651640343208,backness,New Results,DUST [back],Weak
NAVEL,back,0.504748488298323,0.24870885035049617,0.00733078759733069,1.0021661889993152,backness,New Results,NAVEL [back],Weak
BLUNT,rounded,0.4946088531405014,0.2278433085260025,0.03892223608849637,0.9502954701925064,roundedness,New Results,BLUNT [rounded],Weak
BRAIN,rounded,0.5725257122405014,0.2296958919425582,0.113133928355385,1.031917496125618,roundedness,New Results,BRAIN [rounded],Weak
COUGH,rounded,0.4650059830405014,0.2284179255951367,0.00817013185022796,0.9218418342307748,roundedness,New Results,COUGH [rounded],Weak
DUST,rounded,0.5804055890405014,0.2270049237081097,0.12639574162428197,1.0344154364567208,roundedness,New Results,DUST [rounded],Weak
NAVEL,rounded,0.5308236600405014,0.22782214824861372,0.07517936354327398,0.9864679565377288,roundedness,New Results,NAVEL [rounded],Weak
ROUND,rounded,0.4604903520405014,0.2294857263299729,0.0015188993805556,0.9194618047004472,roundedness,New Results,ROUND [rounded],Weak
SUCK,rounded,0.4994256239405014,0.22743641677061024,0.04455279039928095,0.9542984574817218,roundedness,New Results,SUCK [rounded],Weak
CRUSH,high-front,-0.6489210826226353,0.284208075657156,-1.2173372339369473,-0.08050493130832326,extreme,New Results,CRUSH [high-front],Weak
DUST,high-back,0.476100244222769,0.2096555758481681,0.05678909252643277,0.8954113959191052,extreme,New Results,DUST [high-back],Weak
NAVEL,high-back,0.4200680875739131,0.20743825231363103,0.00519158294665106,0.8349445922011751,extreme,New Results,NAVEL [high-back],Weak
SUCK,high-back,0.4429165789647018,0.20767958670176775,0.02755740556116626,0.8582757523682374,extreme,New Results,SUCK [high-back],Weak
BLOW (OF WIND),high-back-rounded,0.3418462097301149,0.13500514797587546,0.07183591377836401,0.6118565056818659,extreme_roundedness,New Results,BLOW (OF WIND) [high-back-rounded],Weak
BLUNT,high-back-rounded,0.3541180904742895,0.13776837585096235,0.07858133877236478,0.6296548421762143,extreme_roundedness,New Results,BLUNT [high-back-rounded],Weak
BRAIN,high-back-rounded,0.4025230817401226,0.13768389655902358,0.12715528862207542,0.6778908748581698,extreme_roundedness,New Results,BRAIN [high-back-rounded],Weak
COUGH,high-back-rounded,0.37473968045972744,0.13805224552798565,0.09863518940375617,0.6508441715156987,extreme_roundedness,New Results,COUGH [high-back-rounded],Weak
CRUSH,high-front-unrounded,-0.7474838625259118,0.2843990350529863,-1.3162819326318844,-0.1786857924199392,extreme_roundedness,New Results,CRUSH [high-front-unrounded],Weak
DUST,high-back-rounded,0.5023740435191543,0.13713183179331614,0.228110379932522,0.7766377071057866,extreme_roundedness,New Results,DUST [high-back-rounded],Strong
FOUR,high-back-rounded,-0.3164576309493976,0.13918090385229684,-0.5948194386539913,-0.03809582324480393,extreme_roundedness,New Results,FOUR [high-back-rounded],Weak
HAIR,high-back-rounded,0.32429599846017176,0.13596667137618437,0.05236265570780302,0.5962293412125406,extreme_roundedness,New Results,HAIR [high-back-rounded],Weak
HEAD,high-back-rounded,0.3569840375200336,0.13635563844686113,0.08427276062631134,0.6296953144137558,extreme_roundedness,New Results,HEAD [high-back-rounded],Weak
KNEE,high-back-rounded,0.4124077580986667,0.1362116103052438,0.13998453748817913,0.6848309787091542,extreme_roundedness,New Results,KNEE [high-back-rounded],Weak
LAUGH,high-back-rounded,-0.3099266519145344,0.13845837603838743,-0.5868434039913093,-0.03300989983775954,extreme_roundedness,New Results,LAUGH [high-back-rounded],Weak
LIVER,high-back-rounded,-0.28665291274365157,0.14027413556644297,-0.5672011838765375,-0.00610464161076562,extreme_roundedness,New Results,LIVER [high-back-rounded],Weak
NAME,high-back-rounded,-0.3307779805388432,0.13769226520439518,-0.6061625109476336,-0.05539345013005287,extreme_roundedness,New Results,NAME [high-back-rounded],Weak
NAVEL,high-back-rounded,0.4432649634661744,0.1354697457100723,0.17232547204602983,0.7142044548863191,extreme_roundedness,New Results,NAVEL [high-back-rounded],Weak
NEAR,high-back-rounded,-0.28459530973507197,0.1392934845542171,-0.5631822788435061,-0.00600834062663774,extreme_roundedness,New Results,NEAR [high-back-rounded],Weak
NECK,high-back-rounded,0.2991616287534582,0.13704762711631924,0.02506637452081972,0.5732568829860967,extreme_roundedness,New Results,NECK [high-back-rounded],Weak
NOSE,high-back-rounded,0.3229074663630272,0.13452290026184344,0.05386166583934032,0.591953266886714,extreme_roundedness,New Results,NOSE [high-back-rounded],Weak
ROTTEN,high-back-rounded,0.2792725392219222,0.13842254083196617,0.00242745755798984,0.5561176208858545,extreme_roundedness,New Results,ROTTEN [high-back-rounded],Weak
ROUND,high-back-rounded,0.33374027873218687,0.13772358549359645,0.05829310774499396,0.6091874497193798,extreme_roundedness,New Results,ROUND [high-back-rounded],Weak
SEA,high-back-rounded,-0.3113355676090767,0.14327391629928887,-0.5978834002076545,-0.02478773501049896,extreme_roundedness,New Results,SEA [high-back-rounded],Weak
SHORT,high-back-rounded,0.2979933576519229,0.1359961740562805,0.0260010095393619,0.5699857057644839,extreme_roundedness,New Results,SHORT [high-back-rounded],Weak
SMOKE (EXHAUST),high-back-rounded,0.366779984761007,0.13584559828483014,0.0950887881913467,0.6384711813306673,extreme_roundedness,New Results,SMOKE (EXHAUST) [high-back-rounded],Weak
SUCK,high-back-rounded,0.42660364509253473,0.1354403253839984,0.15572299432453796,0.6974842958605315,extreme_roundedness,New Results,SUCK [high-back-rounded],Weak
TEN,high-back-rounded,0.27687278760293643,0.1366238543081051,0.0036250789867262,0.5501204962191466,extreme_roundedness,New Results,TEN [high-back-rounded],Weak
THIN,high-back-rounded,-0.38769729085939497,0.13937917234651656,-0.666455635552428,-0.10893894616636184,extreme_roundedness,New Results,THIN [high-back-rounded],Weak
THIS,high-back-rounded,-0.3191299857430864,0.1362924338445005,-0.5917148534320873,-0.0465451180540854,extreme_roundedness,New Results,THIS [high-back-rounded],Weak
THROAT,high-back-rounded,0.31786175593940674,0.13885575293121868,0.04015025007696937,0.5955732618018441,extreme_roundedness,New Results,THROAT [high-back-rounded],Weak
TONGUE,high-back-rounded,-0.3180600985076668,0.1374989268762059,-0.5930579522600787,-0.04306224475525494,extreme_roundedness,New Results,TONGUE [high-back-rounded],Weak
WHAT,high-back-rounded,-0.3813801856873104,0.13943727304505774,-0.6602547317774259,-0.10250563959719489,extreme_roundedness,New Results,WHAT [high-back-rounded],Weak
WHEN,high-back-rounded,-0.3065772961800413,0.14326305007349066,-0.5931033963270227,-0.02005119603305999,extreme_roundedness,New Results,WHEN [high-back-rounded],Weak
WHERE,high-back-rounded,-0.3163636451761878,0.14066403754344448,-0.5976917202630767,-0.03503557008929886,extreme_roundedness,New Results,WHERE [high-back-rounded],Weak
WHO,high-back-rounded,-0.2771237763803981,0.13705447003743637,-0.5512327164552708,-0.00301483630552534,extreme_roundedness,New Results,WHO [high-back-rounded],Weak
AIR,continuant,0.365918466366165,0.17799179363391163,0.00993487909834167,0.7219020536339883,manner,New Results,AIR [continuant],Weak
BLOW (OF WIND),continuant,0.377499598951912,0.1777547070942098,0.02199018476349246,0.7330090131403316,manner,New Results,BLOW (OF WIND) [continuant],Weak
BREATHE,stop,-0.5175427825161284,0.2319367586284244,-0.9814162997729772,-0.05366926525927956,manner,New Results,BREATHE [stop],Weak
CRUSH,stop,0.5186603149768767,0.2459967187211702,0.02666687753453628,1.0106537524192172,manner,New Results,CRUSH [stop],Weak
FIVE,nasal,0.4606907582932587,0.2222014212359651,0.01628791582132849,0.9050936007651889,manner,New Results,FIVE [nasal],Weak
I,nasal,0.6600158394786365,0.22112469403670815,0.21776645140522016,1.1022652275520528,manner,New Results,I [nasal],Weak
I,stop,-0.6171743993394363,0.23451124410468344,-1.086196887548803,-0.14815191113006942,manner,New Results,I [stop],Weak
NAME,nasal,0.4655514380943743,0.22185931969155093,0.02183279871127247,0.9092700774774762,manner,New Results,NAME [nasal],Weak
NAME,stop,-0.5022191635935231,0.23218030439679088,-0.9665797723871048,-0.03785855479994138,manner,New Results,NAME [stop],Weak
NEW,continuant,0.3598340568904134,0.1767855400696104,0.00626297675119263,0.7134051370296342,manner,New Results,NEW [continuant],Weak
NOT,nasal,0.5459791201325278,0.22388797417924583,0.09820317177403616,0.9937550684910196,manner,New Results,NOT [nasal],Weak
SMELL,nasal,0.5277548829329877,0.22927663633440748,0.06920161026417271,0.9863081556018026,manner,New Results,SMELL [nasal],Weak
SMELL,stop,-0.5194340991295066,0.24056465228601095,-1.0005634037015283,-0.03830479455748464,manner,New Results,SMELL [stop],Weak
TASTE,nasal,0.531169199402586,0.24164668312992932,0.04787583314272736,1.0144625656624446,manner,New Results,TASTE [nasal],Weak
THOU,nasal,0.4721402708338265,0.22282781557312056,0.02648463968758535,0.9177959019800676,manner,New Results,THOU [nasal],Weak
TONGUE,lateral,0.37194010185887505,0.13784379336151403,0.09625251513584698,0.6476276885819031,manner,New Results,TONGUE [lateral],Weak
WE (EXCLUSIVE),nasal,0.5581870847185215,0.22487119541231365,0.10844469389389422,1.0079294755431487,manner,New Results,WE (EXCLUSIVE) [nasal],Weak
WE (EXCLUSIVE),stop,-0.5356270896528397,0.23715190171802125,-1.0099308930888822,-0.06132328621679717,manner,New Results,WE (EXCLUSIVE) [stop],Weak
YOU,nasal,0.4909602031598523,0.22454391615351948,0.04187237085281331,0.9400480354668912,manner,New Results,YOU [nasal],Weak
YOUNGER SISTER (OF MAN),nasal,0.8479828952807664,0.25736556941888006,0.3332517564430063,1.3627140341185269,manner,New Results,YOUNGER SISTER (OF MAN) [nasal],Strong
YOUNGER SISTER (OF MAN),stop,-0.7110367071679012,0.27283118749263086,-1.256699082153163,-0.16537433218263953,manner,New Results,YOUNGER SISTER (OF MAN) [stop],Weak
I,nasal-voiced,0.5512105866384314,0.2124455887254676,0.12631940918749612,0.9761017640893666,manner_voicing,New Results,I [nasal-voiced],Weak
NOT,nasal-voiced,0.45612372465961304,0.21515446075921765,0.02581480314117773,0.8864326461780483,manner_voicing,New Results,NOT [nasal-voiced],Weak
SMELL,nasal-voiced,0.48115091304069973,0.21881526204037288,0.04352038895995397,0.9187814371214456,manner_voicing,New Results,SMELL [nasal-voiced],Weak
TASTE,nasal-voiced,0.5124515395154311,0.232210946879788,0.04802964575585505,0.9768734332750072,manner_voicing,New Results,TASTE [nasal-voiced],Weak
TONGUE,lateral-voiced,0.3370429431149161,0.12275269308096654,0.09153755695298305,0.5825483292768492,manner_voicing,New Results,TONGUE [lateral-voiced],Weak
WE (EXCLUSIVE),nasal-voiced,0.5006482995073078,0.2166713847742208,0.06730552995886624,0.9339910690557494,manner_voicing,New Results,WE (EXCLUSIVE) [nasal-voiced],Weak
YOU,nasal-voiced,0.45372798728397346,0.21520454528287797,0.02331889671821752,0.8841370778497294,manner_voicing,New Results,YOU [nasal-voiced],Weak
YOUNGER SISTER (OF MAN),nasal-voiced,0.7226313501610588,0.2502078434480877,0.2222156632648834,1.2230470370572344,manner_voicing,New Results,YOUNGER SISTER (OF MAN) [nasal-voiced],Weak
BITTER,velar,0.4875703472361664,0.1955779136930713,0.09641451985002386,0.878726174622309,position,New Results,BITTER [velar],Weak
CROOKED,velar,0.5488892093392198,0.19651238411899347,0.15586444110123288,0.9419139775772069,position,New Results,CROOKED [velar],Weak
FLAT,labial,0.4397396100372603,0.20728954302848523,0.02516052398028984,0.8543186960942308,position,New Results,FLAT [labial],Weak
HARD,velar,0.4746903516153897,0.1961904238933038,0.0823095038287821,0.8670711994019973,position,New Results,HARD [velar],Weak
NOT,labial,0.46884325018485495,0.20436973214286835,0.06010378589911824,0.8775827144705917,position,New Results,NOT [labial],Weak
SNORE,velar,0.4368463501388071,0.2017234915874113,0.0333993669639846,0.8402933333136297,position,New Results,SNORE [velar],Weak
TASTE,labial,0.6286140489297332,0.22152387971178417,0.18556628950616483,1.0716618083533014,position,New Results,TASTE [labial],Weak
YAWN,labial,0.429208335938462,0.203595201664477,0.02201793260950796,0.8363987392674159,position,New Results,YAWN [labial],Weak
BITE,velar-unvoiced,0.308126645805484,0.14415455863359766,0.01981752853828866,0.5964357630726793,position_voicing,New Results,BITE [velar-unvoiced],Weak
BITTER,velar-unvoiced,0.3423374507038908,0.14834410867079068,0.04564923336230947,0.6390256680454722,position_voicing,New Results,BITTER [velar-unvoiced],Weak
BLOW (OF WIND),labial-unvoiced,0.23708269676870547,0.10104097364135375,0.03500074948599793,0.439164644051413,position_voicing,New Results,BLOW (OF WIND) [labial-unvoiced],Weak
COUGH,velar-unvoiced,0.33713794321685864,0.14914196676897182,0.038854009678915,0.6354218767548023,position_voicing,New Results,COUGH [velar-unvoiced],Weak
CRUSH,labial-voiced,-0.4035674576770346,0.1913859417236227,-0.7863393411242801,-0.02079557422978933,position_voicing,New Results,CRUSH [labial-voiced],Weak
DIE,labial-voiced,0.37634408556226806,0.17314552341654918,0.0300530387291697,0.7226351323953664,position_voicing,New Results,DIE [labial-voiced],Weak
FLAT,labial-unvoiced,0.3115466247151317,0.11188826215845415,0.08777010039822339,0.53532314903204,position_voicing,New Results,FLAT [labial-unvoiced],Weak
HARD,velar-unvoiced,0.30329872511543055,0.1484525615914463,0.00639360193253796,0.6002038482983232,position_voicing,New Results,HARD [velar-unvoiced],Weak
MILK,labial-voiced,0.3640554408279511,0.17325746504037132,0.01754051074720847,0.7105703709086937,position_voicing,New Results,MILK [labial-voiced],Weak
NOT,labial-voiced,0.4185306709289961,0.1746745923714619,0.06918148618607228,0.76787985567192,position_voicing,New Results,NOT [labial-voiced],Weak
SEVEN,alveolar-unvoiced,0.4062417532276843,0.13164554601188033,0.14295066120392363,0.669532845251445,position_voicing,New Results,SEVEN [alveolar-unvoiced],Weak
TASTE,labial-voiced,0.6992251368862336,0.18959687989592963,0.3200313770943743,1.0784188966780928,position_voicing,New Results,TASTE [labial-voiced],Strong
THREE,alveolar-unvoiced,0.3502213086745831,0.13694020013351366,0.07634090840755581,0.6241017089416104,position_voicing,New Results,THREE [alveolar-unvoiced],Weak
WING,labial-unvoiced,0.26776820703941423,0.10603357839875678,0.05570105024190067,0.4798353638369278,position_voicing,New Results,WING [labial-unvoiced],Weak
YAWN,labial-voiced,0.3836630141776195,0.17437792226471063,0.03490716964819823,0.7324188587070408,position_voicing,New Results,YAWN [labial-voiced],Weak
I,consonant,-0.25031566113612,NA,-0.348874670304262,-0.152415373959229,vowelConsonant,Original Results,NA,Weak
THOU,consonant,-0.478736916314568,NA,-0.579899947193012,-0.379688709838239,vowelConsonant,Original Results,THOU [consonant],Strong
THEY,consonant,-0.379682556648206,NA,-0.480774814572526,-0.279753453733637,vowelConsonant,Original Results,THEY [consonant],Strong
HE OR SHE OR IT,consonant,-0.549741705791474,NA,-0.648096920916314,-0.453549485561403,vowelConsonant,Original Results,HE OR SHE OR IT [consonant],Strong
COME,consonant,-0.25853921674973,NA,-0.357523747444707,-0.160048217648028,vowelConsonant,Original Results,NA,Weak
CRY,consonant,-0.248705374399551,NA,-0.347257878821065,-0.151991257985146,vowelConsonant,Original Results,NA,Weak
DO,consonant,-0.241025713066261,NA,-0.337555027573815,-0.144093484072388,vowelConsonant,Original Results,NA,Weak
EAT,consonant,-0.23357717872331,NA,-0.328578782165202,-0.138265928760832,vowelConsonant,Original Results,NA,Weak
GO,consonant,-0.408352945167057,NA,-0.505450016118135,-0.313824709205293,vowelConsonant,Original Results,GO [consonant],Strong
HERE,consonant,-0.404561512627188,NA,-0.510985098793463,-0.300438110353124,vowelConsonant,Original Results,HERE [consonant],Strong
ROUGH,consonant,0.25010708422704,NA,0.131955819470356,0.368191700829375,vowelConsonant,Original Results,NA,Weak
SUCK,consonant,0.236010852062964,NA,0.131425142369316,0.344065386703916,vowelConsonant,Original Results,NA,Weak
THAT,consonant,-0.291433476756646,NA,-0.392542512732797,-0.191003489720792,vowelConsonant,Original Results,NA,Weak
THIS,consonant,-0.449894212044182,NA,-0.551603093239941,-0.348901491793972,vowelConsonant,Original Results,THIS [consonant],Strong
TREE,consonant,-0.277260033908857,NA,-0.378915177276217,-0.177413470748443,vowelConsonant,Original Results,NA,Weak
WHO,consonant,-0.272480753237485,NA,-0.371723449621246,-0.172432014780895,vowelConsonant,Original Results,NA,Weak
I,vowel,0.25031566113612,NA,0.152415373959229,0.348874670304261,vowelConsonant,Original Results,NA,Weak
THOU,vowel,0.478736916314569,NA,0.379688709838239,0.579899947193011,vowelConsonant,Original Results,THOU [vowel],Strong
THEY,vowel,0.379682556648206,NA,0.279753453733638,0.480774814572526,vowelConsonant,Original Results,THEY [vowel],Strong
HE OR SHE OR IT,vowel,0.549741705791474,NA,0.453549485561403,0.648096920916313,vowelConsonant,Original Results,HE OR SHE OR IT [vowel],Strong
COME,vowel,0.25853921674973,NA,0.160048217648029,0.357523747444708,vowelConsonant,Original Results,NA,Weak
CRY,vowel,0.248705374399551,NA,0.151991257985146,0.347257878821065,vowelConsonant,Original Results,NA,Weak
DO,vowel,0.241025713066261,NA,0.144093484072387,0.337555027573815,vowelConsonant,Original Results,NA,Weak
EAT,vowel,0.233577178723309,NA,0.138265928760832,0.328578782165202,vowelConsonant,Original Results,NA,Weak
GO,vowel,0.408352945167056,NA,0.313824709205293,0.505450016118135,vowelConsonant,Original Results,GO [vowel],Strong
HERE,vowel,0.404561512627188,NA,0.300438110353124,0.510985098793463,vowelConsonant,Original Results,HERE [vowel],Strong
ROUGH,vowel,-0.25010708422704,NA,-0.368191700829376,-0.131955819470356,vowelConsonant,Original Results,NA,Weak
SUCK,vowel,-0.236010852062963,NA,-0.344065386703917,-0.131425142369316,vowelConsonant,Original Results,NA,Weak
THAT,vowel,0.291433476756645,NA,0.191003489720792,0.392542512732797,vowelConsonant,Original Results,NA,Weak
THIS,vowel,0.449894212044182,NA,0.348901491793972,0.551603093239941,vowelConsonant,Original Results,THIS [vowel],Strong
TREE,vowel,0.277260033908857,NA,0.177413470748443,0.378915177276218,vowelConsonant,Original Results,NA,Weak
WHO,vowel,0.272480753237485,NA,0.172432014780894,0.371723449621246,vowelConsonant,Original Results,NA,Weak
THOU,back,-0.230714573376982,NA,-0.382627775303857,-0.086468644951919,backness,Original Results,NA,Weak
ASH,back,0.368664904246346,NA,0.216114537944375,0.526255928721501,backness,Original Results,NA,Weak
BACK,back,0.254645475947584,NA,0.11113764316178,0.402882978184002,backness,Original Results,NA,Weak
BLOW (OF WIND),back,0.570502753084456,NA,0.414092527820082,0.745505432181314,backness,Original Results,BLOW (OF WIND) [back],Strong
BLUNT,back,0.351422695669562,NA,0.18678771859568,0.522600185170217,backness,Original Results,NA,Weak
BRAIN,back,0.24185320216103,NA,0.084598616599135,0.397520807524354,backness,Original Results,NA,Weak
BREAST,back,0.230620545627479,NA,0.086890166468401,0.373829763221627,backness,Original Results,NA,Weak
CLOUD,back,0.294683233917901,NA,0.143806990381281,0.453965573133829,backness,Original Results,NA,Weak
COUGH,back,0.433931151689195,NA,0.281784296483124,0.591600657316417,backness,Original Results,COUGH [back],Strong
DARK,back,0.272133568407404,NA,0.126294973594399,0.422756507971039,backness,Original Results,NA,Weak
DUST,back,0.421855451223483,NA,0.269578306523024,0.587480153242727,backness,Original Results,DUST [back],Strong
FLAT,back,-0.313851282357041,NA,-0.481741531274724,-0.148023998792072,backness,Original Results,NA,Weak
KNEE,back,0.267348897846384,NA,0.117937941462783,0.428251564978587,backness,Original Results,NA,Weak
LUNG,back,0.360294163921031,NA,0.212043886717582,0.523798828313493,backness,Original Results,NA,Weak
NAVEL,back,0.423762269118388,NA,0.271243090771581,0.592948883115199,backness,Original Results,NAVEL [back],Strong
NECK,back,0.357957209348571,NA,0.216700208993321,0.503934708986364,backness,Original Results,NA,Weak
NIPPLE,back,0.316380537062177,NA,0.135029360447418,0.493473622493406,backness,Original Results,NA,Weak
NOSE,back,0.237888403969947,NA,0.095999474126566,0.384943505035598,backness,Original Results,NA,Weak
ROTTEN,back,0.281995970223395,NA,0.127785145883354,0.43933392644706,backness,Original Results,NA,Weak
ROUND,back,0.405536378069591,NA,0.247914104991259,0.573959360751793,backness,Original Results,ROUND [back],Strong
SHORT,back,0.319881822940376,NA,0.169224897587274,0.47334496825976,backness,Original Results,NA,Weak
SMOKE (EXHAUST),back,0.345407410254732,NA,0.200112905085166,0.504109902561926,backness,Original Results,NA,Weak
SNEEZE,back,-0.302812551849762,NA,-0.467362326232741,-0.149101648465449,backness,Original Results,NA,Weak
SNORE,back,0.357229639082503,NA,0.194548268251858,0.5226610586799,backness,Original Results,NA,Weak
SPIT,back,0.304512663938231,NA,0.152429737447467,0.46263206801336,backness,Original Results,NA,Weak
SUCK,back,0.51156196906673,NA,0.355392012567535,0.680301414098542,backness,Original Results,SUCK [back],Strong
THICK,back,0.230685412770024,NA,0.079217003471397,0.387172576344192,backness,Original Results,NA,Weak
THIS,back,-0.238691435362801,NA,-0.389771505844544,-0.093523178353847,backness,Original Results,NA,Weak
THROAT,back,0.398285817201178,NA,0.246971323493095,0.561200620265665,backness,Original Results,THROAT [back],Strong
WHAT,back,-0.228055608583874,NA,-0.375308197865573,-0.085260680422903,backness,Original Results,NA,Weak
WHO,back,-0.247474791873233,NA,-0.394464588998481,-0.10375828624755,backness,Original Results,NA,Weak
ASH,central,0.252471881655656,NA,0.105072077613571,0.384959806049709,backness,Original Results,NA,Weak
BLOW (OF WIND),central,0.377144247228777,NA,0.228333669506952,0.508383080531772,backness,Original Results,BLOW (OF WIND) [central],Strong
BLUNT,central,0.258893812063344,NA,0.104632760733635,0.398307844061366,backness,Original Results,NA,Weak
COUGH,central,0.29803037810124,NA,0.154920850041451,0.428666922719232,backness,Original Results,NA,Weak
DARK,central,0.227175660161175,NA,0.088996717600681,0.362342656169204,backness,Original Results,NA,Weak
DUST,central,0.300350010504705,NA,0.152532981194339,0.432469508432964,backness,Original Results,NA,Weak
FLAT,central,-0.24341005183893,NA,-0.404078847554152,-0.08352412504922,backness,Original Results,NA,Weak
LUNG,central,0.249490741576606,NA,0.103315794923819,0.377826986508885,backness,Original Results,NA,Weak
NAVEL,central,0.283810375017604,NA,0.13863207427368,0.415237865914611,backness,Original Results,NA,Weak
NECK,central,0.264542995521844,NA,0.129685191544273,0.389783507371183,backness,Original Results,NA,Weak
NIPPLE,central,0.233211561360263,NA,0.064579950495971,0.387592759236023,backness,Original Results,NA,Weak
ROUND,central,0.283150293586269,NA,0.134178575356548,0.418669339360025,backness,Original Results,NA,Weak
SMOKE (EXHAUST),central,0.237552719070098,NA,0.095110256553126,0.36877941084862,backness,Original Results,NA,Weak
SNEEZE,central,-0.245694062014277,NA,-0.398252598354633,-0.093624745128122,backness,Original Results,NA,Weak
SNORE,central,0.249890820453873,NA,0.09743532369801,0.390418329090806,backness,Original Results,NA,Weak
SUCK,central,0.370816155433504,NA,0.229386610101475,0.499937367924101,backness,Original Results,SUCK [central],Strong
THROAT,central,0.283258889679589,NA,0.142464363971934,0.416088416759377,backness,Original Results,NA,Weak
THOU,front,0.257420544808001,NA,0.081339901212972,0.432029127298473,backness,Original Results,NA,Weak
ASH,front,-0.459307129252761,NA,-0.649133551012543,-0.271295637859581,backness,Original Results,ASH [front],Strong
BACK,front,-0.323388877046998,NA,-0.511122682652442,-0.145636644712346,backness,Original Results,NA,Weak
BLACK,front,-0.225223041120117,NA,-0.397943473953194,-0.052797594072095,backness,Original Results,NA,Weak
BLOW (OF WIND),front,-0.722829174021562,NA,-0.921248501458751,-0.53238750313988,backness,Original Results,BLOW (OF WIND) [front],Strong
BLUNT,front,-0.446261071540623,NA,-0.66361067910681,-0.235966083574381,backness,Original Results,BLUNT [front],Strong
BRAIN,front,-0.308329876069736,NA,-0.508753178378201,-0.106580215559257,backness,Original Results,NA,Weak
BREAST,front,-0.296425872426899,NA,-0.4762929209257,-0.115359049128639,backness,Original Results,NA,Weak
BUTTOCKS,front,-0.271755647478092,NA,-0.476625483102684,-0.070456544607421,backness,Original Results,NA,Weak
CLOUD,front,-0.365928877028604,NA,-0.558482027461644,-0.175827866691786,backness,Original Results,NA,Weak
COUGH,front,-0.54522019105511,NA,-0.739544334878283,-0.354828502330486,backness,Original Results,COUGH [front],Strong
DARK,front,-0.359119368201973,NA,-0.552127784219456,-0.170839222275985,backness,Original Results,NA,Weak
DEEP,front,-0.263366525949591,NA,-0.468007055319306,-0.063183806111163,backness,Original Results,NA,Weak
DUST,front,-0.5359312210629,NA,-0.73386497569371,-0.341506002350181,backness,Original Results,DUST [front],Strong
EGG,front,-0.269542279753922,NA,-0.455789046809361,-0.084262209188031,backness,Original Results,NA,Weak
FLAT,front,0.375923271792419,NA,0.181550659249571,0.568112068226766,backness,Original Results,NA,Weak
HEAD,front,-0.233058149011414,NA,-0.40518622392304,-0.055906003685105,backness,Original Results,NA,Weak
KNEE,front,-0.320447585463787,NA,-0.506703535230475,-0.134482624497225,backness,Original Results,NA,Weak
LUNG,front,-0.450116987923827,NA,-0.642922806204448,-0.259588834048354,backness,Original Results,LUNG [front],Strong
NAVEL,front,-0.525321450773495,NA,-0.724658680149323,-0.333792998113426,backness,Original Results,NAVEL [front],Strong
